ADC CHANNEL   VOLTAGE   TIME
0   1.0791579332865384   0
1   1.0780328989532153   0
2   -0.00037501144444105353   0
3   1.0689076204718162   0
0   1.0761578417310098   0.11522626876831055
1   1.0737827692495499   0.11522626876831055
2   -0.00037501144444105353   0.11522626876831055
3   1.0689076204718162   0.11522626876831055
0   1.0760328379161963   0.21431756019592285
1   1.0741577806939908   0.21431756019592285
2   -0.000500015259254738   0.21431756019592285
3   1.0687826166570025   0.21431756019592285
0   1.0766578569902645   0.3147892951965332
1   1.0742827845088045   0.3147892951965332
2   -0.00037501144444105353   0.3147892951965332
3   1.0684076052125615   0.3147892951965332
0   1.0761578417310098   0.41466283798217773
1   1.0741577806939908   0.41466283798217773
2   0.000500015259254738   0.41466283798217773
3   1.0684076052125615   0.41466283798217773
0   1.0759078341013824   0.5134942531585693
1   1.0739077730643634   0.5134942531585693
2   -0.000250007629627369   0.5134942531585693
3   1.0684076052125615   0.5134942531585693
0   1.0770328684347057   0.6132767200469971
1   1.0737827692495499   0.6132767200469971
2   -0.000250007629627369   0.6132767200469971
3   1.0689076204718162   0.6132767200469971
0   1.0764078493606373   0.7136383056640625
1   1.0740327768791773   0.7136383056640625
2   -0.000500015259254738   0.7136383056640625
3   1.0676575823236794   0.7136383056640625
0   1.0767828608050785   0.8127107620239258
1   1.0744077883236183   0.8127107620239258
2   -0.000500015259254738   0.8127107620239258
3   1.0684076052125615   0.8127107620239258
0   1.0767828608050785   0.9113931655883789
1   1.0731577501754814   0.9113931655883789
2   -0.000500015259254738   0.9113931655883789
3   1.0680325937681203   0.9113931655883789
0   1.076907864619892   1.011225700378418
1   1.072532731101413   1.011225700378418
2   -0.00037501144444105353   1.011225700378418
3   1.0682826013977476   1.011225700378418
0   1.0767828608050785   1.1103711128234863
1   1.0732827539902952   1.1103711128234863
2   0.000500015259254738   1.1103711128234863
3   1.0680325937681203   1.1103711128234863
0   1.0764078493606373   1.2098076343536377
1   1.0739077730643634   1.2098076343536377
2   -0.000250007629627369   1.2098076343536377
3   1.0684076052125615   1.2098076343536377
0   1.0767828608050785   1.3102033138275146
1   1.0735327616199226   1.3102033138275146
2   -0.000500015259254738   1.3102033138275146
3   1.0682826013977476   1.3102033138275146
0   1.0762828455458235   1.4080166816711426
1   1.0736577654347361   1.4080166816711426
2   -0.000500015259254738   1.4080166816711426
3   1.0690326242866297   1.4080166816711426
0   1.0759078341013824   1.5064661502838135
1   1.074532792138432   1.5064661502838135
2   0.00037501144444105353   1.5064661502838135
3   1.0695326395458846   1.5064661502838135
0   1.0761578417310098   1.6048598289489746
1   1.0767828608050785   1.6048598289489746
2   -0.0007500228888821071   1.6048598289489746
3   1.0692826319162572   1.6048598289489746
0   1.0759078341013824   1.7057981491088867
1   1.0747827997680595   1.7057981491088867
2   -0.00037501144444105353   1.7057981491088867
3   1.069407635731071   1.7057981491088867
0   1.0760328379161963   1.805161476135254
1   1.0754078188421277   1.805161476135254
2   -0.00037501144444105353   1.805161476135254
3   1.0700326548051393   1.805161476135254
0   1.0755328226569416   1.9045131206512451
1   1.074532792138432   1.9045131206512451
2   -0.000500015259254738   1.9045131206512451
3   1.0690326242866297   1.9045131206512451
0   1.076532853175451   2.0062685012817383
1   1.0744077883236183   2.0062685012817383
2   -0.000500015259254738   2.0062685012817383
3   1.0687826166570025   2.0062685012817383
0   1.0757828302865688   2.1054160594940186
1   1.0750328073976867   2.1054160594940186
2   -0.00037501144444105353   2.1054160594940186
3   1.069407635731071   2.1054160594940186
0   1.0755328226569416   2.204695701599121
1   1.0744077883236183   2.204695701599121
2   -0.000500015259254738   2.204695701599121
3   1.0699076509903258   2.204695701599121
0   1.074907803582873   2.3045241832733154
1   1.0756578264717551   2.3045241832733154
2   -0.00037501144444105353   2.3045241832733154
3   1.0704076662495805   2.3045241832733154
0   1.0746577959532455   2.405184507369995
1   1.0760328379161963   2.405184507369995
2   0.0001250038148136845   2.405184507369995
3   1.0724077272865995   2.405184507369995
0   1.0757828302865688   2.502825975418091
1   1.0764078493606373   2.502825975418091
2   -0.00037501144444105353   2.502825975418091
3   1.0735327616199226   2.502825975418091
0   1.0752828150273142   2.6026906967163086
1   1.0760328379161963   2.6026906967163086
2   -0.00037501144444105353   2.6026906967163086
3   1.08803320413831   2.6026906967163086
0   1.0849081087679677   2.7065041065216064
1   1.0871581774346142   2.7065041065216064
2   1.08328305917539   2.7065041065216064
3   1.089908261360515   2.7065041065216064
0   1.084033082064272   2.804283380508423
1   1.0871581774346142   2.804283380508423
2   1.0830330515457625   2.804283380508423
3   1.0889082308420057   2.804283380508423
0   1.0846581011383403   2.902169942855835
1   1.0855331278420364   2.902169942855835
2   1.0841580858790856   2.902169942855835
3   1.0877831965086826   2.902169942855835
0   1.0715327005829036   3.0011866092681885
1   0.0   3.0011866092681885
2   1.0754078188421277   3.0011866092681885
3   1.079282937101352   3.0011866092681885
0   1.0691576281014437   3.101696014404297
1   -0.00037501144444105353   3.101696014404297
2   1.0762828455458235   3.101696014404297
3   1.0746577959532455   3.101696014404297
0   1.0700326548051393   3.1996476650238037
1   0.00037501144444105353   3.1996476650238037
2   1.076907864619892   3.1996476650238037
3   1.0757828302865688   3.1996476650238037
0   1.0704076662495805   3.300255060195923
1   -0.001000030518509476   3.300255060195923
2   1.0784079103976563   3.300255060195923
3   1.0730327463606677   3.300255060195923
0   1.0702826624347666   3.3991944789886475
1   -0.00037501144444105353   3.3991944789886475
2   1.0779078951384014   3.3991944789886475
3   1.0717827082125309   3.3991944789886475
0   1.0710326853236487   3.497549057006836
1   -0.000500015259254738   3.497549057006836
2   1.078907925656911   3.497549057006836
3   1.0691576281014437   3.497549057006836
0   1.0715327005829036   3.5962116718292236
1   -0.0006250190740684225   3.5962116718292236
2   1.0779078951384014   3.5962116718292236
3   1.0780328989532153   3.5962116718292236
0   1.0874081850642414   3.696760892868042
1   1.0831580553605764   3.696760892868042
2   1.0871581774346142   3.696760892868042
3   1.0785329142124698   3.696760892868042
0   1.087283181249428   3.797915458679199
1   1.0831580553605764   3.797915458679199
2   1.0871581774346142   3.797915458679199
3   1.0786579180272835   3.797915458679199
0   1.0874081850642414   3.89621901512146
1   1.0830330515457625   3.89621901512146
2   1.0867831659901732   3.89621901512146
3   1.0786579180272835   3.89621901512146
0   1.0866581621753593   3.9950575828552246
1   1.0837830744346446   3.9950575828552246
2   1.0871581774346142   3.9950575828552246
3   1.0719077120273448   3.9950575828552246
0   1.0771578722495194   4.095767974853516
1   1.0851581163975952   4.095767974853516
2   1.0871581774346142   4.095767974853516
3   1.0782829065828423   4.095767974853516
