ADC CHANNEL   VOLTAGE   TIME
0   1.0871581774346142   4.1965553760528564
1   1.082908047730949   4.1965553760528564
2   1.0865331583605458   4.1965553760528564
3   1.0794079409161657   4.1965553760528564
0   1.0866581621753593   4.294845104217529
1   1.084033082064272   4.294845104217529
2   1.0861581469161046   4.294845104217529
3   1.0824080324716943   4.294845104217529
0   1.0867831659901732   4.394576549530029
1   1.084408093508713   4.394576549530029
2   1.0867831659901732   4.394576549530029
3   1.080032959990234   4.394576549530029
0   1.086408154545732   4.4954400062561035
1   1.0729077425458542   4.4954400062561035
2   -0.000250007629627369   4.4954400062561035
3   1.0676575823236794   4.4954400062561035
0   1.0767828608050785   4.592562437057495
1   1.0757828302865688   4.592562437057495
2   -0.00037501144444105353   4.592562437057495
3   1.0712826929532762   4.592562437057495
0   1.076532853175451   4.691109895706177
1   1.0767828608050785   4.691109895706177
2   0.0   4.691109895706177
3   1.0739077730643634   4.691109895706177
0   1.0744077883236183   4.788823366165161
1   1.0772828760643332   4.788823366165161
2   -0.00037501144444105353   4.788823366165161
3   1.0742827845088045   4.788823366165161
0   1.0747827997680595   4.888589859008789
1   1.076532853175451   4.888589859008789
2   -0.000500015259254738   4.888589859008789
3   1.0866581621753593   4.888589859008789
0   1.0842830896938993   4.986717462539673
1   1.086033143101291   4.986717462539673
2   1.0825330362865078   4.986717462539673
3   1.0890332346568192   4.986717462539673
0   1.084033082064272   5.087764024734497
1   1.086408154545732   5.087764024734497
2   1.0822830286568803   5.087764024734497
3   1.0876581926938689   5.087764024734497
0   1.0850331125827815   5.185968399047852
1   1.0856581316568499   5.185968399047852
2   1.0750328073976867   5.185968399047852
3   -0.00037501144444105353   5.185968399047852
0   1.0766578569902645   5.284914970397949
1   1.0751578112125004   5.284914970397949
2   1.0686576128421887   5.284914970397949
3   -0.0006250190740684225   5.284914970397949
0   1.0771578722495194   5.384366512298584
1   1.0747827997680595   5.384366512298584
2   1.0700326548051393   5.384366512298584
3   -0.000500015259254738   5.384366512298584
0   1.0779078951384014   5.484710931777954
1   1.0739077730643634   5.484710931777954
2   1.0686576128421887   5.484710931777954
3   -0.00037501144444105353   5.484710931777954
0   1.0776578875087741   5.583900451660156
1   1.0740327768791773   5.583900451660156
2   1.0690326242866297   5.583900451660156
3   -0.00037501144444105353   5.583900451660156
0   1.0777828913235878   5.683121919631958
1   1.0755328226569416   5.683121919631958
2   1.084033082064272   5.683121919631958
3   1.0821580248420668   5.683121919631958
0   1.0857831354716636   5.7851574420928955
1   1.084408093508713   5.7851574420928955
2   1.0859081392864771   5.7851574420928955
3   1.0805329752494888   5.7851574420928955
0   1.0861581469161046   5.88473105430603
1   1.0837830744346446   5.88473105430603
2   1.0847831049531542   5.88473105430603
3   1.0806579790643025   5.88473105430603
0   1.0821580248420668   5.985905408859253
1   1.0754078188421277   5.985905408859253
2   -0.00037501144444105353   5.985905408859253
3   1.0730327463606677   5.985905408859253
0   1.0759078341013824   6.0861029624938965
1   1.0735327616199226   6.0861029624938965
2   0.000500015259254738   6.0861029624938965
3   1.0667825556199837   6.0861029624938965
0   1.0770328684347057   6.184980392456055
1   1.0729077425458542   6.184980392456055
2   -0.000250007629627369   6.184980392456055
3   1.0676575823236794   6.184980392456055
0   1.076907864619892   6.28491473197937
1   1.0732827539902952   6.28491473197937
2   -0.000250007629627369   6.28491473197937
3   1.0642824793237098   6.28491473197937
0   1.0791579332865384   6.38391637802124
1   1.0737827692495499   6.38391637802124
2   -0.000500015259254738   6.38391637802124
3   1.0671575670644247   6.38391637802124
0   1.0777828913235878   6.483108043670654
1   1.0729077425458542   6.483108043670654
2   -0.000250007629627369   6.483108043670654
3   1.0671575670644247   6.483108043670654
0   1.0764078493606373   6.58545446395874
1   1.0739077730643634   6.58545446395874
2   -0.000250007629627369   6.58545446395874
3   1.067407574694052   6.58545446395874
0   1.0759078341013824   6.684635639190674
1   1.0727827387310405   6.684635639190674
2   0.000500015259254738   6.684635639190674
3   1.0667825556199837   6.684635639190674
0   1.0756578264717551   6.7846105098724365
1   1.0724077272865995   6.7846105098724365
2   -0.00037501144444105353   6.7846105098724365
3   1.0682826013977476   6.7846105098724365
0   1.076532853175451   6.884623765945435
1   1.0722827234717855   6.884623765945435
2   -0.0006250190740684225   6.884623765945435
3   1.067032563249611   6.884623765945435
0   1.0774078798791467   6.982797384262085
1   1.0715327005829036   6.982797384262085
2   -0.000500015259254738   6.982797384262085
3   1.0665325479903562   6.982797384262085
0   1.0761578417310098   7.082255601882935
1   1.0729077425458542   7.082255601882935
2   -0.000500015259254738   7.082255601882935
3   1.0669075594347972   7.082255601882935
0   1.0757828302865688   7.181228399276733
1   1.072157719656972   7.181228399276733
2   -0.000250007629627369   7.181228399276733
3   1.0665325479903562   7.181228399276733
0   1.0761578417310098   7.279739856719971
1   1.0729077425458542   7.279739856719971
2   -0.0001250038148136845   7.279739856719971
3   1.0675325785088658   7.279739856719971
0   1.0755328226569416   7.379578113555908
1   1.0726577349162267   7.379578113555908
2   -0.00037501144444105353   7.379578113555908
3   1.067407574694052   7.379578113555908
0   1.0756578264717551   7.48018479347229
1   1.0729077425458542   7.48018479347229
2   0.0001250038148136845   7.48018479347229
3   1.067032563249611   7.48018479347229
0   1.0759078341013824   7.579597234725952
1   1.0729077425458542   7.579597234725952
2   -0.00037501144444105353   7.579597234725952
3   1.067782586138493   7.579597234725952
0   1.0752828150273142   7.677278757095337
1   1.0726577349162267   7.677278757095337
2   -0.0007500228888821071   7.677278757095337
3   1.0679075899533068   7.677278757095337
0   1.074532792138432   7.775942325592041
1   1.0732827539902952   7.775942325592041
2   -0.000500015259254738   7.775942325592041
3   1.067782586138493   7.775942325592041
0   1.0752828150273142   7.875397682189941
1   1.0737827692495499   7.875397682189941
2   -0.000500015259254738   7.875397682189941
3   1.0679075899533068   7.875397682189941
0   1.0747827997680595   7.97505521774292
1   1.0735327616199226   7.97505521774292
2   -0.0006250190740684225   7.97505521774292
3   1.0672825708792384   7.97505521774292
0   1.0764078493606373   8.075939655303955
1   1.0736577654347361   8.075939655303955
2   -0.0001250038148136845   8.075939655303955
3   1.068532609027375   8.075939655303955
0   1.0750328073976867   8.175084352493286
1   1.0736577654347361   8.175084352493286
2   -0.000500015259254738   8.175084352493286
3   1.0684076052125615   8.175084352493286
0   1.0747827997680595   8.274515867233276
1   1.0739077730643634   8.274515867233276
2   -0.000500015259254738   8.274515867233276
3   1.0680325937681203   8.274515867233276
0   1.0755328226569416   8.375330209732056
1   1.0736577654347361   8.375330209732056
2   -0.000500015259254738   8.375330209732056
3   1.0676575823236794   8.375330209732056
0   1.0747827997680595   8.476372480392456
1   1.0737827692495499   8.476372480392456
2   -0.00037501144444105353   8.476372480392456
3   1.0686576128421887   8.476372480392456
0   1.0754078188421277   8.575122356414795
1   1.0735327616199226   8.575122356414795
2   -0.00037501144444105353   8.575122356414795
3   1.0682826013977476   8.575122356414795
0   1.0746577959532455   8.673997640609741
1   1.0736577654347361   8.673997640609741
2   -0.000500015259254738   8.673997640609741
3   1.0684076052125615   8.673997640609741
0   1.0746577959532455   8.771827220916748
1   1.0741577806939908   8.771827220916748
2   -0.0006250190740684225   8.771827220916748
3   1.0684076052125615   8.771827220916748
0   1.0742827845088045   8.87053370475769
1   1.0734077578051087   8.87053370475769
2   -0.0001250038148136845   8.87053370475769
3   1.0675325785088658   8.87053370475769
0   1.0754078188421277   8.968886375427246
1   1.0731577501754814   8.968886375427246
2   0.0   8.968886375427246
3   1.0675325785088658   8.968886375427246
0   1.0755328226569416   9.067447662353516
1   1.0724077272865995   9.067447662353516
2   -0.0001250038148136845   9.067447662353516
3   1.0672825708792384   9.067447662353516
0   1.0750328073976867   9.167154312133789
1   1.072157719656972   9.167154312133789
2   -0.00037501144444105353   9.167154312133789
3   1.067407574694052   9.167154312133789
0   1.0756578264717551   9.265982866287231
1   1.0726577349162267   9.265982866287231
2   -0.000500015259254738   9.265982866287231
3   1.0669075594347972   9.265982866287231
0   1.0761578417310098   9.366444110870361
1   1.0730327463606677   9.366444110870361
2   -0.0007500228888821071   9.366444110870361
3   1.0697826471755119   9.366444110870361
0   1.0757828302865688   9.464841842651367
1   1.072532731101413   9.464841842651367
2   -0.000500015259254738   9.464841842651367
3   1.067032563249611   9.464841842651367
0   1.0760328379161963   9.565455198287964
1   1.0731577501754814   9.565455198287964
2   -0.000500015259254738   9.565455198287964
3   1.0676575823236794   9.565455198287964
0   1.0757828302865688   9.663915872573853
1   1.0730327463606677   9.663915872573853
2   -0.00037501144444105353   9.663915872573853
3   1.0675325785088658   9.663915872573853
0   1.0751578112125004   9.7641441822052
1   1.0726577349162267   9.7641441822052
2   -0.00037501144444105353   9.7641441822052
3   1.0676575823236794   9.7641441822052
0   1.0755328226569416   9.86246395111084
1   1.0734077578051087   9.86246395111084
2   0.000500015259254738   9.86246395111084
3   1.0682826013977476   9.86246395111084
0   1.0755328226569416   9.960981369018555
1   1.0735327616199226   9.960981369018555
2   -0.000500015259254738   9.960981369018555
3   1.067407574694052   9.960981369018555
